path,crop,class,kb_disease_slug,pathogen_type,source_dataset,source_url,license,organ,split,phash
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1024.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,faa1044edb34bc33
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1025.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e9b45566ea24c70e
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1026.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,f926a3d966af04c8
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1027.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,a9767389c4135763
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1028.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,bf315f80bc00ec4f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1029.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,f5acd0b1d9f5cc00
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_103.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e18587275f15d515
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1030.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,8451face5238cfb4
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1031.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,9cca91e9fc04e707
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1032.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ae0ecc8fd4aa42ec
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1033.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,9b25fe194564c792
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1034.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e47aafb4c88523b4
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1035.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,9ce12b1e27d61c93
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1036.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,afd4242fd06b5c46
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1037.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,843edb4949b43772
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1038.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,b3c669121f902ede
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1039.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,8c6ae0de7c1d5193
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_104.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ddb7607a96a4894a
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1040.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,fa5c058a732db4e4
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1041.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ae74e52355551572
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1042.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,877fe080d4c1c7ad
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1043.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,c5483026a7b7d6d6
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1044.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,c4493132b3f7d3c8
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1045.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e2d626c13ede118d
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1046.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,a92976567247c476
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1047.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,9e3ef4e165ed0103
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1048.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e6da16f84a93670c
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1049.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d5bb0543bf05a613
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_105.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d8bf484aabb89515
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1050.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,95ce3d17aa1486d5
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1051.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,cdf2a15cbf826170
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1052.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,81818fcf01e99efc
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1053.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,87d8787e7861472c
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1054.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,a0873b5b6a6a6565
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1055.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,bdc67a5e565a1250
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1056.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,f5885e99957494b4
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1057.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,bbd0fd07817d8066
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1058.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,a89195cf7ae7c098
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1059.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,a4f35ad4d59886d4
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_106.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d0a0cfb42d7d616a
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1060.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,800e07df047c7e5f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1061.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,fd57507c46436a58
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1062.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,d2ca11576f255636
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1063.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,fcfb1f0a1fc101c2
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1064.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d6d42ba8c5eac32a
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1065.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,edd378d0813eab90
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1066.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,e5d85ed827a092d5
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1067.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,f5c80adcd16ba09b
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1068.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e5cb3ec217619c94
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1069.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d45b561f54511b17
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_107.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ddfd7f0640e0083b
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1070.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,95376e28183afa39
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1071.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,dd4c2a52241b57ed
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1072.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,89963205ef7b849b
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1073.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,e0b4d18a9595d5d5
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1074.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ee93e094c6929c97
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1075.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,eeb7c4878f761030
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1076.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,fdccccc466664646
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1077.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,827fdf01c0e9f0f0
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1078.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,f573733270707c28
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1079.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,d540c484859d9dff
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_108.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,b5bcc2e09f109637
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1080.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,a877ce7f5e328500
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1081.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,aa30c872df64b2cd
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1082.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,80808fc3f11f3f1f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1083.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,c4ea567f28b23750
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1084.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,90951595a5b5ad75
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1085.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,b84be3e7a6868686
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1086.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,b585d55751d41555
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1087.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,8f8c0e0e0a79337f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1088.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,test,ac20aa2c792e53ef
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1089.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d5aaca29d695a86a
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_109.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,beab832769878383
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1090.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,f4c03fc10cb345be
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1091.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,ffc0903a81fa05fa
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1092.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,807f5789d0f8582f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1093.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,d54a552a6695f2aa
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1094.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,ecc4c464646e6e6e
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1095.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,val,b525ca556a15559d
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1096.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,803f8b68b59de3a1
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1097.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,a0d7ca19c61b938f
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1098.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,c67ea2a8adb45d84
data/vision/images/banana/fusarium_wilt/tanzania_banana_dataverse/Image_1099.jpg,banana,fusarium_wilt,fusarium_wilt,fungi,tanzania_banana_dataverse,https://dataverse.harvard.edu/,CC BY 4.0,whole_plant,train,ae32cd5d93fd2084
